20,120.07689290795032
8,145.70781944556617
15,161.41346304106497
15,174.65233268451843
15,181.53755895968575
15,186.82679675226015
15,191.42085132924169
15,196.79457233917472
15,196.87663572381877
15,198.53684460869619
15,201.873453573073
15,206.0073610743459
15,204.1364487462851
15,202.1978833464973
15,204.40148549018105
15,209.76021416725976
15,211.53823701813874
15,211.69806225787622
7,210.23201710823548
4,208.855532485303
4,210.34197265568002
4,211.7250531331187
15,214.09131442822206
4,217.30539495083073
4,217.1090452593586
7,214.79469196022575
7,213.2196284931381
5,215.50974433778563
3,217.474489067088
3,217.37850126623073
3,220.85455700944618
5,223.27390873772396
5,223.14079057922768
17,226.26986871255184
17,226.05952720520997
17,214.40649650860652
17,214.64781513730745
17,210.32698069343445
2,209.48458552328196
5,201.03562590471861
5,195.8352422896944
5,193.31670377646643
5,190.2590258836807
2,181.64285714285714
2,165.11428571428573
5,161.44761904761907
5,168.00952380952384
17,148.0
17,120.0
2,140.0
6,168.0
14,0.0
14,0.0
14,0.0
